"no_of_dependents","education","self_employed","income_annum","loan_amount","loan_term","cibil_score","residential_assets_value","commercial_assets_value","luxury_assets_value","bank_asset_value","loan_status"
3.0,"1","1",3900000.0,1.43E7,18.0,785.0,1.09E7,7600000.0,1.39E7,4900000.0,"1"
2.0,"1","1",4200000.0,1.57E7,2.0,332.0,7000000.0,700000.0,1.33E7,3000000.0,"1"
0.0,"1","0",3100000.0,8100000.0,18.0,768.0,400000.0,1600000.0,1.16E7,2400000.0,"1"
1.0,"1","0",3400000.0,8600000.0,6.0,640.0,7700000.0,1000000.0,7800000.0,4400000.0,"1"
4.0,"0","0",1500000.0,3100000.0,6.0,885.0,100000.0,2800000.0,3800000.0,1900000.0,"1"
3.0,"0","1",900000.0,2000000.0,18.0,772.0,2300000.0,700000.0,3500000.0,800000.0,"1"
4.0,"1","1",7800000.0,2.56E7,4.0,665.0,1000000.0,2300000.0,2.73E7,8200000.0,"1"
1.0,"0","1",3500000.0,1.05E7,20.0,454.0,8300000.0,4000000.0,7600000.0,2100000.0,"0"
1.0,"0","0",8400000.0,3.25E7,14.0,698.0,2.06E7,5900000.0,1.73E7,1.22E7,"1"
4.0,"0","1",6400000.0,2.13E7,20.0,332.0,3600000.0,9100000.0,1.62E7,8000000.0,"0"
1.0,"0","0",9600000.0,2.83E7,6.0,536.0,1.87E7,9300000.0,2.73E7,6000000.0,"0"
5.0,"0","1",2100000.0,6500000.0,10.0,796.0,2400000.0,2800000.0,7300000.0,2700000.0,"1"
2.0,"0","1",6000000.0,1.99E7,8.0,486.0,1.21E7,8100000.0,2.01E7,6600000.0,"0"
0.0,"0","1",8300000.0,1.68E7,18.0,422.0,8000000.0,1.06E7,2.33E7,1.14E7,"0"
1.0,"0","1",5300000.0,1.85E7,6.0,501.0,6700000.0,8600000.0,1.66E7,4300000.0,"0"
1.0,"0","1",9700000.0,2.35E7,4.0,666.0,1.51E7,9400000.0,2.33E7,8000000.0,"1"
3.0,"0","1",8200000.0,1.65E7,18.0,371.0,1.9E7,1200000.0,1.85E7,8200000.0,"0"
5.0,"1","0",3400000.0,6900000.0,14.0,312.0,1800000.0,400000.0,1.03E7,3800000.0,"0"
5.0,"1","0",2800000.0,1.1E7,12.0,753.0,3900000.0,4600000.0,1.07E7,2400000.0,"1"
0.0,"0","1",2400000.0,5200000.0,16.0,740.0,6300000.0,1000000.0,7500000.0,2900000.0,"1"
1.0,"1","0",8200000.0,2.4E7,4.0,366.0,1.09E7,1.52E7,2.52E7,1.04E7,"0"
4.0,"0","0",4200000.0,1.11E7,8.0,526.0,1.16E7,200000.0,1.68E7,4900000.0,"0"
4.0,"1","1",5500000.0,1.48E7,10.0,354.0,1.6E7,3400000.0,2.12E7,7700000.0,"0"
5.0,"0","1",2900000.0,6300000.0,6.0,719.0,7900000.0,1600000.0,8000000.0,1600000.0,"1"
5.0,"0","0",6300000.0,2.01E7,12.0,774.0,1.56E7,1.18E7,1.62E7,5800000.0,"1"
5.0,"0","1",9700000.0,2.91E7,18.0,732.0,4700000.0,7400000.0,3.56E7,1.24E7,"1"
1.0,"0","0",6500000.0,1.6E7,6.0,862.0,2000000.0,0.0,2.4E7,9700000.0,"1"
5.0,"0","0",4900000.0,1.08E7,18.0,613.0,6800000.0,800000.0,1.45E7,5300000.0,"1"
5.0,"1","1",6900000.0,1.65E7,6.0,447.0,4100000.0,400000.0,1.41E7,6600000.0,"0"
4.0,"0","1",1100000.0,3000000.0,4.0,730.0,300000.0,600000.0,3600000.0,1100000.0,"1"
2.0,"0","1",7800000.0,2.96E7,14.0,568.0,-100000.0,8600000.0,2.7E7,7200000.0,"1"
2.0,"1","1",8200000.0,2.36E7,6.0,495.0,2.3E7,1.06E7,2.72E7,6100000.0,"0"
5.0,"0","1",6700000.0,2.36E7,14.0,854.0,3000000.0,3300000.0,1.94E7,7500000.0,"1"
3.0,"1","1",7400000.0,1.52E7,10.0,548.0,1.67E7,1.28E7,1.93E7,4800000.0,"0"
1.0,"0","0",1200000.0,2700000.0,14.0,779.0,600000.0,2200000.0,2400000.0,600000.0,"1"
0.0,"0","0",9500000.0,2.48E7,2.0,564.0,1.74E7,1.6E7,1.96E7,1.2E7,"1"
5.0,"0","1",4000000.0,8200000.0,2.0,571.0,3500000.0,7700000.0,9500000.0,4400000.0,"1"
0.0,"0","1",8600000.0,3.26E7,8.0,778.0,2.15E7,1.41E7,3.36E7,1.1E7,"1"
4.0,"1","1",9100000.0,2.84E7,12.0,808.0,2.58E7,1.18E7,1.93E7,9700000.0,"1"
0.0,"0","1",7100000.0,1.86E7,20.0,770.0,1.92E7,1.31E7,2.31E7,5100000.0,"1"
0.0,"0","0",9000000.0,2.84E7,4.0,612.0,0.0,7200000.0,2.69E7,1.32E7,"1"
3.0,"1","1",1400000.0,2700000.0,14.0,819.0,1200000.0,1500000.0,4000000.0,1300000.0,"1"
1.0,"1","0",8800000.0,2.02E7,6.0,627.0,2.42E7,1.61E7,1.76E7,1.19E7,"1"
3.0,"0","1",5400000.0,1.47E7,4.0,359.0,1.23E7,9900000.0,1.51E7,6100000.0,"0"
1.0,"1","0",6100000.0,1.91E7,6.0,341.0,5700000.0,5900000.0,1.24E7,6300000.0,"0"
1.0,"1","0",1000000.0,3600000.0,4.0,570.0,1000000.0,1300000.0,3700000.0,1000000.0,"1"
3.0,"1","1",7700000.0,1.81E7,20.0,736.0,7800000.0,1.45E7,2.91E7,1.0E7,"1"
1.0,"1","1",6100000.0,1.29E7,2.0,302.0,8900000.0,7500000.0,1.56E7,7200000.0,"0"
2.0,"0","1",7700000.0,2.1E7,12.0,420.0,1.61E7,4300000.0,2.74E7,1.05E7,"0"
4.0,"1","1",4700000.0,1.2E7,2.0,416.0,5800000.0,8200000.0,1.3E7,6800000.0,"0"
2.0,"1","1",9100000.0,3.48E7,20.0,836.0,2.13E7,1.09E7,3.06E7,9900000.0,"1"
0.0,"1","1",5800000.0,1.27E7,12.0,528.0,8400000.0,7300000.0,1.96E7,7600000.0,"0"
4.0,"0","0",8500000.0,2.49E7,2.0,405.0,1900000.0,400000.0,2.17E7,1.14E7,"0"
2.0,"1","1",9900000.0,3.34E7,14.0,783.0,1.66E7,1.61E7,2.1E7,9500000.0,"1"
4.0,"0","1",2000000.0,4000000.0,10.0,636.0,2100000.0,0.0,4000000.0,1700000.0,"1"
1.0,"0","1",5000000.0,1.68E7,6.0,711.0,6300000.0,7600000.0,1.6E7,3200000.0,"1"
1.0,"1","1",3200000.0,1.18E7,16.0,848.0,5500000.0,3200000.0,7500000.0,2300000.0,"1"
1.0,"0","1",8000000.0,2.78E7,8.0,804.0,7900000.0,1600000.0,2.71E7,1.18E7,"1"
0.0,"0","1",1200000.0,2800000.0,14.0,892.0,3200000.0,100000.0,3300000.0,1700000.0,"1"
2.0,"0","1",5800000.0,2.28E7,14.0,696.0,1.21E7,200000.0,2.08E7,4800000.0,"1"
1.0,"1","0",2500000.0,7600000.0,20.0,888.0,7400000.0,4200000.0,6400000.0,1900000.0,"1"
1.0,"0","1",600000.0,1400000.0,10.0,699.0,400000.0,500000.0,1300000.0,800000.0,"1"
5.0,"1","0",4900000.0,1.3E7,10.0,865.0,1.33E7,3700000.0,1.47E7,6500000.0,"1"
2.0,"1","1",9400000.0,3.73E7,14.0,383.0,7800000.0,1.59E7,2.71E7,7700000.0,"0"
2.0,"1","0",5300000.0,1.93E7,16.0,368.0,1.47E7,400000.0,1.16E7,3700000.0,"0"
5.0,"0","0",5100000.0,1.58E7,4.0,607.0,6000000.0,7700000.0,1.26E7,7000000.0,"1"
4.0,"0","1",2900000.0,8900000.0,18.0,827.0,400000.0,3400000.0,1.12E7,1600000.0,"1"
1.0,"1","0",9100000.0,3.4E7,12.0,672.0,8600000.0,1600000.0,3.27E7,8800000.0,"1"
3.0,"0","1",8800000.0,2.67E7,12.0,708.0,1.6E7,1.53E7,2.69E7,9600000.0,"1"
4.0,"0","0",2600000.0,8800000.0,10.0,682.0,4500000.0,4700000.0,1.03E7,1600000.0,"1"
1.0,"1","1",9700000.0,2.55E7,18.0,741.0,2.19E7,6200000.0,3.48E7,4900000.0,"1"
5.0,"0","1",600000.0,1200000.0,8.0,343.0,100000.0,700000.0,1600000.0,600000.0,"0"
0.0,"1","1",4100000.0,1.11E7,16.0,785.0,6800000.0,5300000.0,8500000.0,4800000.0,"1"
1.0,"0","1",8000000.0,2.8E7,20.0,830.0,2.24E7,1.26E7,2.56E7,1.06E7,"1"
2.0,"1","0",8800000.0,2.67E7,16.0,696.0,1.29E7,1.53E7,2.03E7,1.09E7,"1"
1.0,"1","0",200000.0,300000.0,12.0,697.0,600000.0,300000.0,700000.0,100000.0,"1"
0.0,"1","1",3800000.0,1.17E7,2.0,351.0,100000.0,6700000.0,1.25E7,3100000.0,"1"
3.0,"1","0",6800000.0,2.18E7,10.0,556.0,1.64E7,9300000.0,1.91E7,5400000.0,"1"
0.0,"1","0",8600000.0,3.18E7,2.0,895.0,2.26E7,1.59E7,1.96E7,5100000.0,"1"
2.0,"1","1",2800000.0,8400000.0,10.0,534.0,8300000.0,4800000.0,1.06E7,1500000.0,"0"
0.0,"1","0",8000000.0,2.98E7,12.0,736.0,600000.0,1.57E7,3.08E7,8400000.0,"1"
2.0,"1","1",2300000.0,5500000.0,16.0,629.0,4600000.0,2900000.0,7000000.0,1900000.0,"1"
4.0,"1","1",7600000.0,1.62E7,20.0,657.0,1900000.0,9300000.0,2.85E7,5500000.0,"1"
2.0,"1","0",2900000.0,1.13E7,12.0,839.0,700000.0,5100000.0,8100000.0,2600000.0,"1"
4.0,"0","0",7900000.0,2.57E7,18.0,589.0,4300000.0,300000.0,2.53E7,9800000.0,"1"
2.0,"0","0",1900000.0,4500000.0,6.0,805.0,2200000.0,3100000.0,4800000.0,2300000.0,"1"
3.0,"0","1",4600000.0,1.36E7,20.0,729.0,1300000.0,8900000.0,1.72E7,5900000.0,"1"
1.0,"0","0",2600000.0,7700000.0,6.0,399.0,3700000.0,4300000.0,8900000.0,3500000.0,"0"
2.0,"0","0",2700000.0,6700000.0,8.0,413.0,7600000.0,800000.0,9200000.0,2300000.0,"0"
5.0,"1","1",6300000.0,1.32E7,16.0,321.0,6700000.0,4000000.0,1.52E7,7100000.0,"0"
0.0,"1","1",2600000.0,7500000.0,2.0,853.0,4200000.0,3900000.0,9600000.0,1400000.0,"1"
4.0,"0","1",7700000.0,2.34E7,6.0,400.0,3900000.0,3400000.0,2.08E7,1.07E7,"0"
0.0,"1","1",7400000.0,1.63E7,16.0,630.0,1.12E7,1.32E7,2.84E7,5300000.0,"1"
3.0,"1","1",7300000.0,2.16E7,20.0,557.0,1900000.0,3800000.0,2.64E7,9300000.0,"1"
1.0,"1","0",2900000.0,7600000.0,2.0,358.0,800000.0,700000.0,1.01E7,2100000.0,"0"
3.0,"1","1",6600000.0,1.6E7,10.0,510.0,1200000.0,4800000.0,1.33E7,6300000.0,"0"
2.0,"1","1",2700000.0,9600000.0,14.0,554.0,5800000.0,200000.0,1.02E7,1900000.0,"1"
3.0,"1","1",8300000.0,2.77E7,4.0,596.0,2.05E7,1.54E7,2.14E7,7400000.0,"1"
0.0,"1","0",4900000.0,1.85E7,8.0,659.0,8800000.0,1700000.0,1.47E7,4900000.0,"1"
4.0,"1","1",7900000.0,3.07E7,10.0,322.0,1.06E7,1.32E7,3.03E7,6300000.0,"0"
5.0,"1","1",8800000.0,2.13E7,14.0,852.0,8000000.0,6400000.0,2.85E7,9900000.0,"1"
5.0,"0","0",4000000.0,1.41E7,18.0,653.0,5800000.0,4100000.0,9400000.0,5400000.0,"1"
4.0,"1","1",3900000.0,9200000.0,12.0,737.0,2800000.0,2300000.0,1.23E7,5200000.0,"1"
3.0,"1","1",7700000.0,1.89E7,2.0,583.0,9300000.0,3000000.0,1.67E7,9300000.0,"1"
1.0,"1","1",3800000.0,1.0E7,16.0,873.0,5100000.0,2800000.0,1.03E7,4000000.0,"1"
5.0,"1","0",8000000.0,2.7E7,20.0,595.0,4500000.0,5200000.0,2.48E7,1.04E7,"1"
5.0,"1","1",3400000.0,1.13E7,20.0,871.0,6500000.0,3900000.0,9700000.0,2400000.0,"1"
5.0,"1","1",5500000.0,1.88E7,12.0,603.0,3300000.0,700000.0,2.1E7,5000000.0,"1"
0.0,"0","0",7700000.0,2.93E7,14.0,801.0,6200000.0,1.18E7,2.34E7,4700000.0,"1"
5.0,"1","0",4000000.0,9400000.0,4.0,723.0,200000.0,0.0,1.21E7,2000000.0,"1"
5.0,"0","1",5900000.0,2.26E7,18.0,630.0,2300000.0,4200000.0,1.65E7,6800000.0,"1"
0.0,"0","1",2600000.0,9900000.0,20.0,368.0,3600000.0,1500000.0,5200000.0,2000000.0,"0"
3.0,"1","0",6600000.0,2.22E7,12.0,759.0,8900000.0,2200000.0,1.87E7,8500000.0,"1"
0.0,"0","1",1000000.0,3000000.0,18.0,382.0,2200000.0,700000.0,3500000.0,900000.0,"0"
4.0,"0","1",800000.0,2800000.0,16.0,645.0,900000.0,1400000.0,2300000.0,600000.0,"1"
0.0,"1","0",3200000.0,6300000.0,6.0,878.0,6700000.0,5200000.0,8100000.0,3600000.0,"1"
4.0,"1","0",8400000.0,2.34E7,12.0,350.0,1.87E7,9100000.0,2.75E7,6700000.0,"0"
3.0,"1","1",5800000.0,1.76E7,6.0,720.0,4900000.0,4200000.0,1.88E7,6600000.0,"1"
0.0,"0","1",7300000.0,2.81E7,10.0,673.0,1.37E7,1200000.0,1.63E7,8900000.0,"1"
1.0,"1","0",3900000.0,8000000.0,6.0,448.0,100000.0,1900000.0,9800000.0,4000000.0,"0"
2.0,"0","1",4600000.0,1.6E7,4.0,720.0,0.0,4000000.0,1.23E7,4200000.0,"1"
0.0,"1","0",3600000.0,1.23E7,2.0,300.0,5200000.0,3000000.0,1.43E7,5400000.0,"1"
4.0,"1","0",7500000.0,2.87E7,20.0,520.0,4600000.0,3500000.0,1.52E7,5700000.0,"0"
1.0,"1","0",5200000.0,1.5E7,12.0,794.0,3200000.0,7200000.0,1.65E7,5100000.0,"1"
3.0,"1","1",4400000.0,1.0E7,8.0,875.0,5900000.0,5200000.0,1.17E7,4100000.0,"1"
1.0,"0","1",5100000.0,1.29E7,14.0,533.0,6700000.0,6700000.0,1.44E7,3900000.0,"0"
0.0,"1","0",6000000.0,2.36E7,6.0,776.0,1.38E7,2700000.0,2.34E7,8800000.0,"1"
2.0,"1","0",3800000.0,1.14E7,6.0,706.0,1000000.0,4000000.0,1.21E7,2800000.0,"1"
3.0,"1","0",2800000.0,1.09E7,2.0,710.0,600000.0,2400000.0,5600000.0,3600000.0,"1"
5.0,"1","1",6500000.0,1.83E7,4.0,333.0,8100000.0,400000.0,2.17E7,7000000.0,"0"
2.0,"0","1",1600000.0,6400000.0,4.0,787.0,1000000.0,300000.0,5500000.0,1100000.0,"1"
4.0,"1","0",5500000.0,1.86E7,12.0,569.0,1.35E7,6200000.0,1.97E7,7300000.0,"1"
0.0,"1","1",9600000.0,2.01E7,16.0,427.0,7200000.0,2300000.0,3.45E7,7400000.0,"0"
0.0,"1","0",7000000.0,2.78E7,16.0,640.0,1.15E7,3700000.0,1.6E7,8200000.0,"1"
2.0,"0","0",4000000.0,8100000.0,16.0,312.0,3500000.0,2100000.0,1.51E7,3100000.0,"0"
1.0,"0","1",8100000.0,3.09E7,12.0,464.0,1.36E7,9800000.0,1.79E7,7500000.0,"0"
2.0,"0","1",6600000.0,2.28E7,8.0,490.0,6100000.0,1.0E7,1.8E7,6400000.0,"0"
5.0,"1","0",4100000.0,1.02E7,12.0,431.0,6200000.0,2200000.0,1.37E7,4300000.0,"0"
1.0,"1","0",6600000.0,2.48E7,4.0,500.0,8600000.0,4100000.0,1.67E7,6100000.0,"1"
4.0,"1","0",5100000.0,1.22E7,14.0,511.0,2700000.0,6000000.0,1.83E7,3400000.0,"0"
4.0,"1","0",8200000.0,2.52E7,18.0,691.0,5800000.0,8900000.0,2.85E7,1.05E7,"1"
1.0,"0","1",9500000.0,2.44E7,14.0,696.0,2.55E7,6700000.0,2.95E7,6300000.0,"1"
0.0,"0","1",7600000.0,2.76E7,2.0,437.0,1.0E7,1.12E7,2.76E7,6800000.0,"1"
2.0,"0","1",8400000.0,2.08E7,12.0,335.0,6700000.0,1.23E7,1.85E7,1.01E7,"0"
4.0,"1","0",7600000.0,2.51E7,4.0,671.0,4600000.0,1.32E7,2.74E7,4300000.0,"1"
4.0,"0","1",1400000.0,3700000.0,12.0,621.0,3100000.0,900000.0,5100000.0,1800000.0,"1"
4.0,"0","1",2700000.0,6800000.0,10.0,455.0,4700000.0,2600000.0,7400000.0,2700000.0,"0"
1.0,"1","1",200000.0,500000.0,10.0,856.0,500000.0,200000.0,500000.0,200000.0,"1"
3.0,"1","0",600000.0,2100000.0,16.0,892.0,700000.0,400000.0,2400000.0,500000.0,"1"
4.0,"1","0",5200000.0,1.29E7,16.0,819.0,3400000.0,4100000.0,1.68E7,7500000.0,"1"
0.0,"0","1",5100000.0,1.16E7,10.0,308.0,8700000.0,1300000.0,1.07E7,7000000.0,"0"
4.0,"1","1",9200000.0,1.86E7,2.0,889.0,2.69E7,4200000.0,3.33E7,9700000.0,"1"
5.0,"0","0",6500000.0,2.32E7,18.0,713.0,6700000.0,1400000.0,1.34E7,7200000.0,"1"
0.0,"1","0",8500000.0,2.1E7,6.0,665.0,3600000.0,9600000.0,2.75E7,1.13E7,"1"
4.0,"0","0",2000000.0,6000000.0,12.0,837.0,1300000.0,1900000.0,6300000.0,2300000.0,"1"
4.0,"0","1",7500000.0,1.8E7,20.0,395.0,200000.0,1.28E7,2.35E7,9700000.0,"0"
0.0,"1","1",7500000.0,2.89E7,10.0,632.0,2.17E7,1.07E7,2.47E7,9900000.0,"1"
2.0,"0","0",2000000.0,4300000.0,16.0,497.0,5100000.0,200000.0,5700000.0,2800000.0,"0"
3.0,"1","1",1400000.0,2700000.0,14.0,694.0,3800000.0,200000.0,3600000.0,1700000.0,"1"
1.0,"0","1",1700000.0,5600000.0,2.0,882.0,3100000.0,2600000.0,6700000.0,1600000.0,"1"
2.0,"1","1",5300000.0,1.49E7,6.0,504.0,1.06E7,2100000.0,1.7E7,3200000.0,"0"
4.0,"0","0",8900000.0,3.01E7,2.0,747.0,2.06E7,1.29E7,2.07E7,1.03E7,"1"
3.0,"1","0",9700000.0,3.53E7,4.0,462.0,1.15E7,9500000.0,3.37E7,7200000.0,"1"
5.0,"1","0",9000000.0,2.59E7,4.0,538.0,1.11E7,1.11E7,3.13E7,8100000.0,"0"
2.0,"0","1",8500000.0,3.09E7,6.0,664.0,5700000.0,9900000.0,1.98E7,7400000.0,"1"
1.0,"0","0",3500000.0,1.09E7,4.0,524.0,8800000.0,6200000.0,1.36E7,2800000.0,"1"
1.0,"0","0",500000.0,1400000.0,6.0,464.0,1100000.0,0.0,1900000.0,500000.0,"0"
3.0,"1","0",8900000.0,1.91E7,6.0,807.0,2300000.0,1.65E7,2.99E7,1.04E7,"1"
2.0,"0","1",7800000.0,2.72E7,18.0,622.0,6000000.0,6000000.0,2.64E7,4300000.0,"1"
5.0,"0","1",9800000.0,2.78E7,6.0,827.0,2400000.0,1.49E7,3.28E7,9500000.0,"1"
0.0,"1","0",5200000.0,1.9E7,14.0,687.0,1.19E7,500000.0,1.94E7,4400000.0,"1"
4.0,"1","0",7400000.0,1.94E7,16.0,835.0,1.64E7,1.42E7,2.35E7,6500000.0,"1"
3.0,"1","1",1200000.0,3300000.0,6.0,772.0,700000.0,900000.0,2900000.0,1400000.0,"1"
1.0,"0","1",1000000.0,3200000.0,2.0,710.0,100000.0,200000.0,3300000.0,900000.0,"1"
3.0,"1","1",9500000.0,3.25E7,14.0,581.0,2800000.0,1.43E7,3.6E7,4700000.0,"1"
3.0,"0","0",4500000.0,1.17E7,18.0,775.0,8700000.0,2800000.0,1.27E7,4500000.0,"1"
2.0,"1","0",4900000.0,1.6E7,12.0,710.0,8700000.0,7100000.0,1.0E7,5700000.0,"1"
3.0,"0","1",700000.0,2500000.0,8.0,321.0,1900000.0,1200000.0,1700000.0,400000.0,"0"
0.0,"1","0",9400000.0,2.83E7,20.0,761.0,2.25E7,1.48E7,3.08E7,1.01E7,"1"
3.0,"0","1",8300000.0,3.14E7,6.0,674.0,1000000.0,1600000.0,1.72E7,6100000.0,"0"
4.0,"1","1",5600000.0,1.3E7,4.0,899.0,1.05E7,9100000.0,1.14E7,6400000.0,"1"
5.0,"0","1",4400000.0,1.23E7,8.0,567.0,2400000.0,500000.0,1.29E7,6300000.0,"1"
3.0,"1","0",2100000.0,5400000.0,8.0,771.0,5200000.0,3700000.0,6200000.0,1000000.0,"1"
1.0,"0","1",4400000.0,1.06E7,4.0,360.0,6600000.0,7700000.0,1.51E7,5000000.0,"0"
0.0,"0","0",6300000.0,1.96E7,6.0,425.0,1.59E7,1.04E7,1.33E7,5900000.0,"0"
4.0,"1","0",9900000.0,3.0E7,18.0,496.0,1.04E7,8000000.0,2.93E7,1.38E7,"0"
3.0,"0","0",700000.0,1600000.0,20.0,705.0,600000.0,900000.0,2300000.0,700000.0,"1"
4.0,"0","0",3600000.0,1.24E7,14.0,427.0,1.04E7,2400000.0,9100000.0,2600000.0,"0"
1.0,"0","1",5600000.0,2.1E7,2.0,552.0,3200000.0,6300000.0,2.21E7,6100000.0,"1"
3.0,"0","1",1000000.0,3700000.0,8.0,725.0,3000000.0,1300000.0,4000000.0,1300000.0,"1"
5.0,"1","1",6400000.0,1.56E7,8.0,553.0,1.42E7,2900000.0,2.04E7,8000000.0,"1"
0.0,"0","0",8900000.0,1.91E7,2.0,725.0,8300000.0,1.5E7,1.9E7,8800000.0,"1"
4.0,"1","0",9900000.0,2.61E7,2.0,481.0,1.45E7,5000000.0,2.36E7,9300000.0,"0"
2.0,"1","1",4000000.0,8600000.0,4.0,847.0,1.02E7,2700000.0,1.43E7,2400000.0,"1"
0.0,"0","1",7300000.0,2.57E7,10.0,666.0,1.4E7,3100000.0,2.9E7,6000000.0,"1"
1.0,"0","0",8100000.0,2.54E7,6.0,477.0,4500000.0,1.32E7,2.32E7,4400000.0,"0"
4.0,"1","1",6800000.0,2.21E7,4.0,446.0,3700000.0,4600000.0,1.89E7,9200000.0,"1"
0.0,"0","1",2600000.0,8200000.0,8.0,630.0,6000000.0,4900000.0,7500000.0,2000000.0,"1"
5.0,"0","1",300000.0,1100000.0,20.0,613.0,600000.0,400000.0,700000.0,200000.0,"1"
2.0,"1","1",2400000.0,7500000.0,4.0,851.0,3100000.0,700000.0,5600000.0,2400000.0,"1"
0.0,"0","0",6000000.0,2.06E7,12.0,339.0,3400000.0,1.07E7,1.72E7,8200000.0,"0"
4.0,"1","1",3800000.0,1.11E7,16.0,857.0,1.13E7,7400000.0,1.17E7,4700000.0,"1"
0.0,"1","1",7000000.0,2.21E7,14.0,467.0,1.0E7,6400000.0,2.61E7,5800000.0,"0"
0.0,"1","1",5400000.0,1.29E7,16.0,355.0,1.12E7,3100000.0,1.82E7,7400000.0,"0"
1.0,"0","0",6400000.0,1.64E7,6.0,428.0,1.24E7,1.09E7,2.39E7,8900000.0,"0"
5.0,"0","1",7000000.0,2.4E7,14.0,450.0,1.03E7,5700000.0,2.11E7,4700000.0,"0"
2.0,"0","1",2100000.0,4600000.0,4.0,348.0,5400000.0,0.0,7400000.0,1400000.0,"0"
4.0,"0","1",4400000.0,1.5E7,12.0,459.0,5700000.0,800000.0,1.14E7,2400000.0,"0"
0.0,"0","0",8000000.0,3.1E7,8.0,847.0,4900000.0,9500000.0,2.96E7,5700000.0,"1"
2.0,"0","1",3900000.0,8300000.0,18.0,523.0,800000.0,300000.0,9900000.0,2300000.0,"0"
0.0,"1","0",4700000.0,1.52E7,10.0,786.0,1.11E7,8000000.0,9600000.0,3200000.0,"1"
0.0,"1","0",6800000.0,2.12E7,14.0,300.0,0.0,8700000.0,1.65E7,1.0E7,"0"
0.0,"0","1",1800000.0,6500000.0,12.0,728.0,3500000.0,0.0,6100000.0,1900000.0,"1"
3.0,"0","1",8600000.0,3.2E7,4.0,497.0,1.14E7,3300000.0,1.86E7,4900000.0,"1"
1.0,"0","1",3600000.0,1.37E7,10.0,548.0,9900000.0,2400000.0,8900000.0,4100000.0,"0"
1.0,"1","1",6800000.0,2.29E7,6.0,576.0,500000.0,1.11E7,1.38E7,5600000.0,"1"
3.0,"1","1",1100000.0,4100000.0,20.0,863.0,800000.0,1100000.0,3700000.0,600000.0,"1"
4.0,"1","1",4000000.0,8400000.0,8.0,717.0,7400000.0,4900000.0,1.19E7,4000000.0,"1"
1.0,"1","0",2500000.0,5900000.0,12.0,668.0,7400000.0,600000.0,6300000.0,3700000.0,"1"
2.0,"1","0",5400000.0,1.74E7,10.0,335.0,5900000.0,1400000.0,1.81E7,4300000.0,"0"
5.0,"0","0",6600000.0,1.36E7,4.0,861.0,1.17E7,8400000.0,1.46E7,5400000.0,"1"
4.0,"0","0",6000000.0,1.49E7,2.0,321.0,6900000.0,7700000.0,1.8E7,6500000.0,"0"
0.0,"1","1",2200000.0,8300000.0,10.0,585.0,3600000.0,1700000.0,4300000.0,1900000.0,"1"
1.0,"1","0",8800000.0,1.85E7,10.0,704.0,1.44E7,3200000.0,2.66E7,1.13E7,"1"
0.0,"0","1",4000000.0,1.03E7,4.0,819.0,1.11E7,1200000.0,1.52E7,2600000.0,"1"
4.0,"0","1",3600000.0,1.24E7,18.0,494.0,5300000.0,100000.0,1.02E7,1900000.0,"0"
5.0,"1","1",8100000.0,2.25E7,2.0,808.0,4800000.0,6100000.0,1.69E7,6000000.0,"1"
3.0,"0","1",5200000.0,1.1E7,12.0,830.0,8900000.0,5100000.0,1.6E7,7600000.0,"1"
5.0,"1","0",1100000.0,2800000.0,14.0,473.0,100000.0,500000.0,4200000.0,700000.0,"0"
2.0,"1","0",7500000.0,2.98E7,4.0,392.0,5500000.0,2200000.0,2.08E7,4000000.0,"1"
5.0,"0","0",7700000.0,2.03E7,12.0,806.0,2.13E7,1.33E7,1.89E7,9600000.0,"1"
0.0,"0","0",5700000.0,2.14E7,8.0,340.0,3200000.0,1900000.0,1.72E7,3800000.0,"0"
3.0,"1","1",5000000.0,1.39E7,8.0,555.0,1.23E7,6700000.0,1.81E7,4800000.0,"1"
5.0,"0","0",500000.0,1200000.0,16.0,499.0,600000.0,600000.0,1500000.0,200000.0,"0"
3.0,"1","0",8900000.0,2.13E7,10.0,467.0,1.87E7,2600000.0,3.18E7,8800000.0,"0"
1.0,"0","0",1700000.0,6600000.0,4.0,797.0,2800000.0,1900000.0,6100000.0,1300000.0,"1"
4.0,"0","1",500000.0,1300000.0,18.0,762.0,1400000.0,0.0,1600000.0,300000.0,"1"
3.0,"0","1",9900000.0,3.65E7,16.0,562.0,1.73E7,1.85E7,2.23E7,9800000.0,"1"
1.0,"1","0",8400000.0,2.18E7,2.0,492.0,4000000.0,1.1E7,1.82E7,6600000.0,"0"
3.0,"0","1",500000.0,1700000.0,4.0,824.0,500000.0,600000.0,1400000.0,400000.0,"1"
2.0,"1","0",1700000.0,5700000.0,10.0,602.0,4900000.0,2700000.0,4500000.0,1800000.0,"1"
1.0,"0","1",6500000.0,1.83E7,10.0,722.0,1.19E7,8600000.0,1.92E7,4500000.0,"1"
1.0,"0","0",8900000.0,2.84E7,6.0,709.0,2.16E7,5500000.0,2.62E7,7900000.0,"1"
1.0,"0","0",400000.0,1400000.0,4.0,302.0,200000.0,100000.0,1500000.0,500000.0,"1"
3.0,"0","0",5700000.0,1.23E7,6.0,364.0,7900000.0,1.1E7,2.0E7,5500000.0,"0"
0.0,"0","1",9600000.0,2.38E7,12.0,389.0,2.52E7,1.58E7,2.7E7,8300000.0,"0"
